Date,open_date,Expiry_Date,Open_Price,Current_Price,previous_highest,current_highest,trade_id,parent_id,initial_lots,active_lots,status,RF,HF,TSL,sum_hh_ll,is_crossover
2005-02-10,2005-01-31,2005-04-28,2057.6,2063.35,2079.45,2079.45,2,1.0,2.0,2.0,Open,5.69,19.29,1913.09,3,False
2005-02-10,2005-02-01,2005-04-28,2059.85,2063.35,2079.45,2079.45,3,1.0,2.0,2.0,Open,5.76,12.87,1913.09,2,False
2005-02-10,2005-02-03,2005-04-28,2079.45,2063.35,2079.45,2079.45,4,1.0,2.0,2.0,Open,5.89,12.85,1913.09,2,False
2005-02-11,2005-01-27,2005-04-28,1955.0,2082.05,2079.45,2082.05,1,,10.0,5.0,Open,4.95,29.63,1936.31,5,False
2005-02-11,2005-01-31,2005-04-28,2057.6,2082.05,2079.45,2082.05,2,1.0,2.0,2.0,Open,5.69,26.05,1936.31,4,False
2005-02-11,2005-02-01,2005-04-28,2059.85,2082.05,2079.45,2082.05,3,1.0,2.0,2.0,Open,5.76,19.55,1915.49,3,False
2005-02-11,2005-02-03,2005-04-28,2079.45,2082.05,2079.45,2082.05,4,1.0,2.0,2.0,Open,5.89,19.53,1915.49,3,False
2005-02-11,2005-02-11,2005-04-28,2082.05,2082.05,2082.05,2082.05,5,1.0,3.0,3.0,Open,6.51,0.0,1894.67,0,False
2005-02-14,2005-01-27,2005-04-28,1955.0,2098.25,2082.05,2098.25,1,,10.0,4.0,Open,4.95,37.02,1972.36,6,True
2005-02-14,2005-01-31,2005-04-28,2057.6,2098.25,2082.05,2098.25,2,1.0,2.0,2.0,Open,5.69,33.91,1972.36,5,False
2005-02-14,2005-02-01,2005-04-28,2059.85,2098.25,2082.05,2098.25,3,1.0,2.0,2.0,Open,5.76,27.14,1951.37,4,False
